Date,DE,ES,BE,CH,UK,NL,FR,IE,PT,IT
2035-09-11,13.17038375,22.069602916666668,14.176957083333333,9.367874583333334,14.653920416666667,14.756120000000001,16.557283333333334,14.371670416666667,22.31733708333333,18.259288315331645
2035-09-12,14.877360833333334,22.738489166666668,15.199712499999999,11.99585375,13.17479,15.697861666666666,16.86948,13.25643375,21.738667083333336,18.976401307392504
2035-09-13,13.934415833333333,22.833267916666667,13.427481666666667,10.575567083333334,12.147340416666667,14.234366666666666,15.667052499999999,12.10796875,22.126998333333333,19.488553405418482
2035-09-14,12.595595833333334,23.30982625,12.351262083333333,10.349689583333333,11.84091875,13.352524583333334,16.360636666666668,10.89551375,22.236952083333335,19.180311759549973
2035-09-15,14.148665000000001,22.608500000000003,13.272637916666667,12.893641666666667,11.458619166666667,14.03918,16.658175833333335,11.374109583333334,20.550505,20.088080042071596
2035-09-16,11.902540416666668,22.240088749999998,11.775814166666668,11.399151250000001,10.842632916666666,13.068221666666666,15.112679583333334,10.5448275,20.668312916666668,20.708962192010777
2035-09-17,13.183324166666667,23.0578975,13.021758750000002,14.678157916666665,10.830465833333333,13.024455833333334,17.840384166666666,10.645121666666666,22.001007083333334,20.985947956834124
2035-09-18,14.815984166666667,24.38801875,15.685712083333334,15.503624166666667,11.381674166666665,12.780235833333334,19.94240125,11.111692916666668,25.70030208333333,21.36252342607709
2035-09-19,12.660850000000002,24.223687916666666,12.72677,13.86227125,10.937660416666667,12.5087575,19.579998749999998,10.991822916666665,20.8372925,21.615121966912806
2035-09-20,11.57351875,21.99026166666667,13.333876250000001,12.11440625,11.931849999999999,12.47038125,19.22975,12.561343333333333,18.855060833333333,19.353432313776697
2035-09-21,12.238967500000001,18.692171666666667,14.915237916666667,13.785616666666668,13.05422125,14.30017875,19.99615625,13.226914583333333,16.987400416666667,18.842909838717507
2035-09-22,14.704461666666667,17.654095416666667,17.61228125,13.5164575,14.616878333333332,16.492150833333334,18.75807083333333,14.25491,16.500255833333334,19.62648515437921
