,BE,CH,DE,ES,IT,UK,IE,NL,PT
2022-06-08,8862.160664539519,6794.6082577993775,53323.352137760594,26387.300261682944,32158.087282350694,23326.50936713632,3650.6293648374485,12515.374400598794,5899.386440641303
2022-06-09,8893.946456393245,6737.073430542774,53275.07224215849,26349.26904637335,32152.314847634203,23234.97515856621,3653.029247130693,12556.08868444054,5807.016193932817
2022-06-10,8761.69929270662,6644.67054494407,51845.33063287584,26027.621823484733,31417.23903974318,22632.966583220194,3598.2307201305653,12360.417199200343,4821.103914229243
2022-06-11,7823.075686363434,6176.34050561253,43744.01345727307,22671.116442600105,25471.97834214307,19847.4293393713,3338.800652432827,10979.850200867073,5091.560735891688
2022-06-12,7550.654216633202,6173.236528759835,41070.72457833135,21242.6029431527,22746.55908489212,19433.50699361694,3247.9498324079627,10587.377054260438,4821.103914229243
2022-06-13,8720.095159069704,6729.740916863054,52114.82089112115,25479.255979515587,30442.79270147846,22903.52785947547,3578.313363251469,12332.300164003242,5933.997736292848
2022-06-14,8865.14077606071,6779.491676545109,53126.96917885493,26282.392031810516,31985.97874431964,23372.80403833249,3639.3974033128166,12482.531180582288,5856.055197843425
2022-06-15,8862.160664539519,6794.6082577993775,53323.352137760594,26387.300261682944,32158.087282350694,23326.50936713632,3650.6293648374485,12515.374400598794,5796.440477861368
2022-06-16,8893.946456393245,6737.073430542774,53275.07224215849,26349.26904637335,32152.314847634203,23234.97515856621,3653.029247130693,12556.08868444054,4821.103914229243
2022-06-17,8761.69929270662,6644.67054494407,51845.33063287584,26027.621823484733,31417.23903974318,22632.966583220194,3598.2307201305653,12360.417199200343,5837.4400158381195
2022-06-18,7823.075686363434,6176.34050561253,43744.01345727307,22671.116442600105,25471.97834214307,19847.4293393713,3338.800652432827,10979.850200867073,5091.560735891688
2022-06-19,7550.654216633202,6173.236528759835,41070.72457833135,21242.6029431527,22746.55908489212,19433.50699361694,3247.9498324079627,10587.377054260438,4821.103914229243
2022-06-20,8720.095159069704,6729.740916863054,52114.82089112115,25479.255979515587,30442.79270147846,22903.52785947547,3578.313363251469,12332.300164003242,5663.540914630403
2022-06-21,8865.14077606071,6779.491676545109,53126.96917885493,26282.392031810516,31985.97874431964,23372.80403833249,3639.3974033128166,12482.531180582288,5856.055197843425
2022-06-22,8862.160664539519,6794.6082577993775,53323.352137760594,26387.300261682944,32158.087282350694,23326.50936713632,3650.6293648374485,12515.374400598794,5899.386440641303
2022-06-23,8893.946456393245,6737.073430542774,53275.07224215849,26349.26904637335,32152.314847634203,23234.97515856621,3653.029247130693,12556.08868444054,5909.962156712752
2022-06-24,8761.69929270662,6644.67054494407,51845.33063287584,26027.621823484733,31417.23903974318,22632.966583220194,3598.2307201305653,12360.417199200343,5837.4400158381195
2022-06-25,7823.075686363434,6176.34050561253,43744.01345727307,22671.116442600105,25471.97834214307,19847.4293393713,3338.800652432827,10979.850200867073,5091.560735891688
2022-06-26,7550.654216633202,6173.236528759835,41070.72457833135,21242.6029431527,22746.55908489212,19433.50699361694,3247.9498324079627,10587.377054260438,4821.103914229243
2022-06-27,8720.095159069704,6729.740916863054,52114.82089112115,25479.255979515587,30442.79270147846,22903.52785947547,3578.313363251469,12332.300164003242,5663.540914630403
2022-06-28,8865.14077606071,6779.491676545109,53126.96917885493,26282.392031810516,31985.97874431964,23372.80403833249,3639.3974033128166,12482.531180582288,5856.055197843425
2022-06-29,8862.160664539519,6794.6082577993775,53323.352137760594,26387.300261682944,32158.087282350694,23326.50936713632,3650.6293648374485,12515.374400598794,5899.386440641303
2022-06-30,8893.946456393245,6737.073430542774,53275.07224215849,26349.26904637335,32152.314847634203,23234.97515856621,3653.029247130693,12556.08868444054,5909.962156712752
2022-07-01,8424.353322843901,6355.833218815344,51459.52017161212,26347.14371788668,32476.81196129998,22803.771130533918,3592.982729945404,12332.064189973702,5937.491873981329
2022-07-02,7485.729716500717,5887.503179483804,43358.20299600935,22990.638337002052,26531.551263699865,20018.233886685026,3333.552662247666,10951.49719164043,5191.6125940348975
2022-07-03,7213.3082467704835,5884.399202631109,40684.91411706763,21562.124837554646,23806.132006448915,19604.311540930663,3242.7018422228016,10559.024045033795,4921.155772372453
2022-07-04,8382.749189206985,6440.903590734328,51729.01042985743,25798.777873917534,31502.365623035257,23074.332406789195,3573.065373066308,12303.9471547766,5763.5927727736125
2022-07-05,8527.794806197991,6490.654350416383,52741.158717591214,26601.913926212463,33045.55166587644,23543.608585646216,3634.1494131276554,12454.178171355645,5956.107055986634
2022-07-06,8524.8146946768,6505.770931670651,52937.541676496876,26706.82215608489,33217.66020390749,23497.313914450046,3645.3813746522874,12487.021391372153,5999.438298784513
2022-07-07,8556.600486530526,6448.236104414048,52889.26178089477,26668.790940775296,33211.887769191,23405.779705879933,3647.781256945532,12527.735675213899,6010.014014855962
2022-07-08,8424.353322843901,6355.833218815344,51459.52017161212,26347.14371788668,32476.81196129998,22803.771130533918,3592.982729945404,12332.064189973702,5937.491873981329
2022-07-09,7485.729716500717,5887.503179483804,43358.20299600935,22990.638337002052,26531.551263699865,20018.233886685026,3333.552662247666,10951.49719164043,5191.6125940348975
2022-07-10,7213.3082467704835,5884.399202631109,40684.91411706763,21562.124837554646,23806.132006448915,19604.311540930663,3242.7018422228016,10559.024045033795,4921.155772372453
2022-07-11,8382.749189206985,6440.903590734328,51729.01042985743,25798.777873917534,31502.365623035257,23074.332406789195,3573.065373066308,12303.9471547766,5763.5927727736125
2022-07-12,8527.794806197991,6490.654350416383,52741.158717591214,26601.913926212463,33045.55166587644,23543.608585646216,3634.1494131276554,12454.178171355645,5956.107055986634
2022-07-13,8524.8146946768,6505.770931670651,52937.541676496876,26706.82215608489,33217.66020390749,23497.313914450046,3645.3813746522874,12487.021391372153,5999.438298784513
2022-07-14,8556.600486530526,6448.236104414048,52889.26178089477,26668.790940775296,33211.887769191,23405.779705879933,3647.781256945532,12527.735675213899,6010.014014855962
2022-07-15,8424.353322843901,6355.833218815344,51459.52017161212,26347.14371788668,32476.81196129998,22803.771130533918,3592.982729945404,12332.064189973702,5937.491873981329
2022-07-16,7485.729716500717,5887.503179483804,43358.20299600935,22990.638337002052,26531.551263699865,20018.233886685026,3333.552662247666,10951.49719164043,5191.6125940348975
2022-07-17,7213.3082467704835,5884.399202631109,40684.91411706763,21562.124837554646,23806.132006448915,19604.311540930663,3242.7018422228016,10559.024045033795,4921.155772372453
2022-07-18,8382.749189206985,6440.903590734328,51729.01042985743,25798.777873917534,31502.365623035257,23074.332406789195,3573.065373066308,12303.9471547766,5763.5927727736125
2022-07-19,8527.794806197991,6490.654350416383,52741.158717591214,26601.913926212463,33045.55166587644,23543.608585646216,3634.1494131276554,12454.178171355645,5956.107055986634
2022-07-20,8383.43228095561,6505.770931670651,52937.541676496876,26706.82215608489,33217.66020390749,23497.313914450046,3645.3813746522874,12487.021391372153,5999.438298784513
2022-07-21,7213.3082467704835,6448.236104414048,52889.26178089477,26668.790940775296,33211.887769191,23405.779705879933,3647.781256945532,12527.735675213899,6010.014014855962
2022-07-22,8424.353322843901,6355.833218815344,51459.52017161212,26347.14371788668,32476.81196129998,22803.771130533918,3592.982729945404,12332.064189973702,5937.491873981329
2022-07-23,7485.729716500717,5887.503179483804,43358.20299600935,22990.638337002052,26531.551263699865,20018.233886685026,3333.552662247666,10951.49719164043,5191.6125940348975
2022-07-24,7213.3082467704835,5884.399202631109,40684.91411706763,21562.124837554646,23806.132006448915,19604.311540930663,3242.7018422228016,10559.024045033795,4921.155772372453
2022-07-25,8382.749189206985,6440.903590734328,51729.01042985743,25798.777873917534,31502.365623035257,23074.332406789195,3573.065373066308,12303.9471547766,5763.5927727736125
2022-07-26,8527.794806197991,6490.654350416383,52741.158717591214,26601.913926212463,33045.55166587644,23543.608585646216,3634.1494131276554,12454.178171355645,5956.107055986634
